,id,name,review_count,categories,rating,coordinates,price,location
856,PZe0q_153VHUnaR-8dOTJg,The Dearborn,2143,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.5,"{'latitude': 41.8842528, 'longitude': -87.6293151}",$$,"{'address1': '145 N Dearborn St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60602', 'country': 'US', 'state': 'IL', 'display_address': ['145 N Dearborn St', 'Chicago, IL 60602']}"
857,0qW7MJ0trxnoWzCHBiBgbQ,Union,51,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.5,"{'latitude': 41.9218, 'longitude': -87.69769}",,"{'address1': '2202 N California Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2202 N California Ave', 'Chicago, IL 60647']}"
858,zm6Peew9j8YtowzUu4sQfA,The Whale Chicago,915,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 41.92555, 'longitude': -87.70112}",$$,"{'address1': '2427 N Milwaukee Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2427 N Milwaukee Ave', 'Chicago, IL 60647']}"
859,0ucCbCekcn5XdzvRXnHl2w,Desert Hawk,9,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",5.0,"{'latitude': 41.90288666670101, 'longitude': -87.67917606979607}",,"{'address1': '2049 W Division St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['2049 W Division St', 'Chicago, IL 60622']}"
860,VIV1fLOzjtzBeQwJBPIN2w,Lone Owl Pub,18,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,"{'latitude': 41.90976697949441, 'longitude': -87.67605189999999}",,"{'address1': '1547 N Milwaukee Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1547 N Milwaukee Ave', 'Chicago, IL 60622']}"
861,wfkj7DK8YzhdwhhFc2OntA,Giant,640,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 41.9171, 'longitude': -87.70746}",$$$,"{'address1': '3209 W Armitage Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['3209 W Armitage Ave', 'Chicago, IL 60647']}"
862,ngB0iQM1Yz7Nx_tQZqU7NA,Daisies,441,"[{'alias': 'pastashops', 'title': 'Pasta Shops'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 41.924443845390954, 'longitude': -87.69964666704485}",$$$,"{'address1': '2375 N Milwaukee Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2375 N Milwaukee Ave', 'Chicago, IL 60647']}"
863,0IYXh7l_VppKw5y97FehoA,Kasama,640,"[{'alias': 'filipino', 'title': 'Filipino'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 41.899692, 'longitude': -87.6756}",$$,"{'address1': '1001 N Winchester Ave', 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1001 N Winchester Ave', 'Chicago, IL 60622']}"
864,ERYEi0job-Kwca1lkOcRhg,NoodleBird,75,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,"{'latitude': 41.93194357461772, 'longitude': -87.7023888774715}",,"{'address1': '2957 W Diversey', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2957 W Diversey', 'Chicago, IL 60647']}"
865,HuB9hjq-X4LEEqxN2RhAVw,Kama,11,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 41.90971, 'longitude': -87.676833}",,"{'address1': '1560 N Milwaukee Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1560 N Milwaukee Ave', 'Chicago, IL 60622']}"
866,HaX1xkisTWetyKUkuBAzzQ,Mother’s Ruin,66,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 41.93495, 'longitude': -87.71647}",$$,"{'address1': '2943 N Milwaukee Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60618', 'country': 'US', 'state': 'IL', 'display_address': ['2943 N Milwaukee Ave', 'Chicago, IL 60618']}"
867,4i1Ny2zIE1VJSU9gLMkHqg,Lula Cafe,2179,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,"{'latitude': 41.927668036295, 'longitude': -87.706845233929}",$$,"{'address1': '2537 N Kedzie Blvd', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2537 N Kedzie Blvd', 'Chicago, IL 60647']}"
868,D3tJ-N85kZddAwetQHTpkQ,Dell Rooster - Chicago,97,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,"{'latitude': 41.89575636351244, 'longitude': -87.67324000597}",$$,"{'address1': '1825 W Chicago Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1825 W Chicago Ave', 'Chicago, IL 60622']}"
869,qUhMEd8oDAwGqBEF9mNKFQ,Andros Taverna,305,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 41.92733834914246, 'longitude': -87.7049751842139}",,"{'address1': '2542 N Milwaukee', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2542 N Milwaukee', 'Chicago, IL 60647']}"
870,hBb2RcUVumohfY2kbGKvKQ,Hide+Seek,140,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 41.88466, 'longitude': -87.64899}",,"{'address1': '838 W Randolph St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['838 W Randolph St', 'Chicago, IL 60607']}"
871,8XNGM8f0QLSOqDEactfigA,Split-Rail,295,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.5,"{'latitude': 41.8959276538074, 'longitude': -87.6895823702216}",$$,"{'address1': '2500 W Chicago Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['2500 W Chicago Ave', 'Chicago, IL 60622']}"
872,iOMvXQYFl6_mtw0wX6ZUXw,Forbidden Root,586,"[{'alias': 'brewpubs', 'title': 'Brewpubs'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 41.89628, 'longitude': -87.671551}",$$,"{'address1': '1746 W Chicago Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1746 W Chicago Ave', 'Chicago, IL 60622']}"
873,b2N01JkMCWNYy1D2uH341A,Wazwan - Chicago,117,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'halal', 'title': 'Halal'}]",4.5,"{'latitude': 41.90354, 'longitude': -87.67166}",$$,"{'address1': '1742 W Division St', 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['1742 W Division St', 'Chicago, IL 60607']}"
874,m5gfWEQI7BYTKWMYF-X-Ug,No Vacancy,50,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.5,"{'latitude': 41.89115, 'longitude': -87.63375}",$$,"{'address1': '509 N Wells St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['509 N Wells St', 'Chicago, IL 60654']}"
875,IqJKz6-IBIbcfUcotMXO8Q,Cafe Istanbul,278,"[{'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,"{'latitude': 41.9034987, 'longitude': -87.6778866}",$$,"{'address1': '2014 W Division St', 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['2014 W Division St', 'Chicago, IL 60622']}"
876,xJEA6P6VS-Ukl9dmjleDkw,Silli Kori,342,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"{'latitude': 41.90286, 'longitude': -87.67935}",$$,"{'address1': '2053 W Division St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['2053 W Division St', 'Chicago, IL 60622']}"
877,faOpq9ORL0FlsMrou2NYug,Amaru,379,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 41.910699, 'longitude': -87.675507}",$$$,"{'address1': '1904 W North Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1904 W North Ave', 'Chicago, IL 60622']}"
878,bQDXNksi5lQ4YRv0kGSzjQ,The Welcome Back Lounge,82,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"{'latitude': 41.92549, 'longitude': -87.701022}",$$,"{'address1': '2423 N Milwaukee Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2423 N Milwaukee Ave', 'Chicago, IL 60647']}"
879,f3mkFF9TW4nSSCmHw3N97A,Testaccio,136,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,"{'latitude': 41.9265, 'longitude': -87.6978}",,"{'address1': '2456 N California Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2456 N California Ave', 'Chicago, IL 60647']}"
880,OLLCYpaF_cWzrZ-Hd7FYMQ,Lardon,111,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 41.921891836367266, 'longitude': -87.69749321372282}",$$,"{'address1': '2200 N California Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2200 N California Ave', 'Chicago, IL 60647']}"
881,V2jEs7sH44pcG1J9x59f9w,Dove's Luncheonette,745,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 41.909487, 'longitude': -87.677293}",$$,"{'address1': '1545 N Damen Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1545 N Damen Ave', 'Chicago, IL 60622']}"
882,CGz_5rdiR6RQdmScqS0XcA,1308 Chicago,24,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,"{'latitude': 41.90591, 'longitude': -87.65993}",,"{'address1': '1308 N Elston Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60642', 'country': 'US', 'state': 'IL', 'display_address': ['1308 N Elston Ave', 'Chicago, IL 60642']}"
883,xoi7Cw7FoknAx5p880RtWQ,Au Cheval,8607,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"{'latitude': 41.88466, 'longitude': -87.647668}",$$,"{'address1': '800 W Randolph St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['800 W Randolph St', 'Chicago, IL 60607']}"
884,T4j4q9Z3OFTTBA39Uv6lLA,Bad Habit,10,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,"{'latitude': 41.9188328905871, 'longitude': -87.68991989999999}",,"{'address1': '2047 N Milwaukee Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2047 N Milwaukee Ave', 'Chicago, IL 60647']}"
885,xFBQ1md6PDm7YEpJARoxAA,The VIG Chicago,778,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 41.9099251, 'longitude': -87.6345035}",$$,"{'address1': '1527 N Wells St', 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60610', 'country': 'US', 'state': 'IL', 'display_address': ['1527 N Wells St', 'Chicago, IL 60610']}"
886,umw3lIhc_h9DUGjN0DklxQ,The Delta,459,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 41.91032, 'longitude': -87.67186}",$$,"{'address1': '1745 W North Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1745 W North Ave', 'Chicago, IL 60622']}"
887,kUpqpEqkBjZguS1uA6NQYA,En Hakkore 2.0,571,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'poke', 'title': 'Poke'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 41.90859268098761, 'longitude': -87.67442096514347}",$$,"{'address1': '1467 N Milwaukee Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1467 N Milwaukee Ave', 'Chicago, IL 60622']}"
888,FzYi3AVHoYZnWXe1BQrQEw,Mott St,945,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 41.9071254164458, 'longitude': -87.6673834605751}",$$,"{'address1': '1401 N Ashland Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1401 N Ashland Ave', 'Chicago, IL 60622']}"
889,r4V4cl1TGN2C_qC51YpEMA,Barcocina West Town,68,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,"{'latitude': 41.896263, 'longitude': -87.672913}",,"{'address1': '1814 W Chicago Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1814 W Chicago Ave', 'Chicago, IL 60622']}"
890,riT822EnU7y_5eCuJsd9sA,Cindy's Rooftop,2270,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 41.8816894031196, 'longitude': -87.6250061730162}",$$,"{'address1': '12 S Michigan Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60603', 'country': 'US', 'state': 'IL', 'display_address': ['12 S Michigan Ave', 'Chicago, IL 60603']}"
891,m5_GCJP2W4zEJnyVgxa3eA,Longman & Eagle,2560,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",4.0,"{'latitude': 41.930156679293, 'longitude': -87.707222394898}",$$,"{'address1': '2657 N Kedzie Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2657 N Kedzie Ave', 'Chicago, IL 60647']}"
892,dro6ttzG0H2PlES0gI8LIg,Tortello,405,"[{'alias': 'pastashops', 'title': 'Pasta Shops'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 41.90343739642855, 'longitude': -87.67186413269891}",$$,"{'address1': '1746 W Division St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1746 W Division St', 'Chicago, IL 60622']}"
893,ruWJerAc9VW23GvegYddnQ,Gaijin,604,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 41.88583, 'longitude': -87.65182}",$$,"{'address1': '950 W Lake St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['950 W Lake St', 'Chicago, IL 60607']}"
894,DeNcVk-vHsRj2f7aovoaLg,Jack’s Wicker Park,68,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 41.90346, 'longitude': -87.67947}",,"{'address1': '2056 W Division St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['2056 W Division St', 'Chicago, IL 60622']}"
895,XHGWwHgX9p8dn2nOhqfJoQ,Little Wok Wicker Park,109,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 41.90351, 'longitude': -87.6768}",$$,"{'address1': '1950 W Division St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1950 W Division St', 'Chicago, IL 60622']}"
896,KVXeukiPVOwrOMuD4mM7ug,Tandoor Char House,12,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'pakistani', 'title': 'Pakistani'}, {'alias': 'halal', 'title': 'Halal'}]",4.5,"{'latitude': 41.90009, 'longitude': -87.68733}",,"{'address1': '1022 N Western Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1022 N Western Ave', 'Chicago, IL 60622']}"
897,8YZUf9XTc9Z2jW5adHE5nA,Shabu Plus Rotary Hot Pot Wicker Park,73,"[{'alias': 'hotpot', 'title': 'Hot Pot'}]",4.5,"{'latitude': 41.9062306, 'longitude': -87.6713937}",$$$,"{'address1': '1352 N Milwaukee Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1352 N Milwaukee Ave', 'Chicago, IL 60622']}"
898,EYjyi_lytYaM1Ty7-kNKSg,Phodega,245,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'hainan', 'title': 'Hainan'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,"{'latitude': 41.90334127310094, 'longitude': -87.6758734}",$$,"{'address1': '1924 W Division St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1924 W Division St', 'Chicago, IL 60622']}"
899,UzksnYYQvh2tThSGTqUslA,2AM Izakaya,31,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 41.92228, 'longitude': -87.64465}",,"{'address1': '2218 N Lincoln Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['2218 N Lincoln Ave', 'Chicago, IL 60614']}"
900,qjnpkS8yZO8xcyEIy5OU9A,Girl & The Goat,9964,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 41.88418081770163, 'longitude': -87.64794679938692}",$$$,"{'address1': '809 W Randolph', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['809 W Randolph', 'Chicago, IL 60607']}"
901,boE4Ahsssqic7o5wQLI04w,The Purple Pig,8287,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 41.890694, 'longitude': -87.624782}",$$$,"{'address1': '444 N Michigan Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['444 N Michigan Ave', 'Chicago, IL 60611']}"
